,User,Tweets,Country,category,likes,date
2149,KingSalman,prince salman receives president jamaica luncheon honour holds meeting discuss matters mutual interest,Saudi Arabia,Society & Culture,1251,2022-12-04 10:39:57+00:00
2150,KingSalman,prince salman receives princess astrid representative king philip belgium discussing relations cooperation two countries,Saudi Arabia,Society & Culture,1241,2022-12-02 10:24:01+00:00
2151,KingSalman,prince salman arrives riyadh china concluding tour pakistan japan india maldives,Saudi Arabia,Society & Culture,1230,2022-12-01 17:04:39+00:00
2152,KingSalman,prince salman bin abdulaziz leaves china riyadh official visit lasted several days,Saudi Arabia,Society & Culture,1229,2022-11-30 17:18:36+00:00
2153,KingSalman,prince salman bin abdulaziz receives saudi students expelled china,Saudi Arabia,Society & Culture,1228,2022-11-30 09:57:25+00:00
2154,KingSalman,prince salman bin abdulaziz honoured dinner ceremony embassy custodian two holy mosques china,Saudi Arabia,Society & Culture,1206,2022-11-27 15:38:24+00:00
2155,KingSalman,chinese minister defence prince salman receives general chang wang wan examines bilateral relations kingdom china,Saudi Arabia,Politics & Government,1203,2022-11-27 08:00:42+00:00
2156,KingSalman,prince salman prime minister china discussing joint meeting prospects cooperation kingdom china issues mutual concern,Saudi Arabia,Politics & Government,1203,2022-11-27 08:00:10+00:00
2157,KingSalman,prince salman vicepresident republic china hold meeting witness signing number joint agreements kingdom china,Saudi Arabia,Politics & Government,1200,2022-11-25 16:55:20+00:00
2158,KingSalman,prince salman chinese president meeting discuss bilateral relations international issues mutual concern,Saudi Arabia,Politics & Government,1196,2022-11-23 14:27:21+00:00
2159,KingSalman,prince salman bin abdulaziz arrives people apos republic china commencement official visit,Saudi Arabia,Society & Culture,1194,2022-11-23 14:26:04+00:00
2160,KingSalman,prince salman honors luncheon honor highness accompanying delegation president maldives abdullah right abd alqayyoum,Saudi Arabia,Society & Culture,1191,2022-11-23 14:25:08+00:00
2161,KingSalman,prince salman bin abdulaziz holding meeting president maldives cooperation two countries ways supporting developing discussed,Saudi Arabia,Health,1180,2022-11-22 12:18:13+00:00
2162,KingSalman,prince salman arrives maldives official visit received president abdullah right abdul gayoom republic maldives,Saudi Arabia,Politics & Government,1177,2022-11-22 10:31:47+00:00
2163,KingSalman,prince salman leaving india maldives official visit,Saudi Arabia,Politics & Government,1172,2022-11-21 10:39:37+00:00
2164,KingSalman,prince salman vicepresident indian republic honor dinner hosted embassy kingdom india,Saudi Arabia,Politics & Government,1172,2022-11-21 09:46:27+00:00
2165,KingSalman,prince salman discussing indian prime minister cooperation two countries regional international issues,Saudi Arabia,Politics & Government,1170,2022-11-20 19:24:08+00:00
2166,KingSalman,prince salman meets president republic india reviews bilateral relations kingdom india,Saudi Arabia,Politics & Government,1168,2022-11-19 15:32:17+00:00
2167,KingSalman,prince salman vicepresident republic india witnessing signing military agreement two countries,Saudi Arabia,Politics & Government,1167,2022-11-18 06:52:09+00:00
2168,KingSalman,prince salman vicepresident republic india holding meeting joint cooperation two countries discussed developed,Saudi Arabia,Society & Culture,1163,2022-11-17 13:21:57+00:00
2169,KingSalman,prince salman began official visit india received mr mohamed hamid ansari vicepresident republic india,Saudi Arabia,Politics & Government,1163,2022-11-15 15:35:53+00:00
2170,KingSalman,prince salman leaves japan india official visit farewell prince naru heto crown prince japan,Saudi Arabia,Society & Culture,1162,2022-11-15 14:27:39+00:00
2171,KingSalman,prince salman bin abdulaziz meets crown prince naru heto japan,Saudi Arabia,Society & Culture,1158,2022-11-13 09:23:22+00:00
2172,KingSalman,prince salman bin abdulaziz meets sons students students japan,Saudi Arabia,Society & Culture,1154,2022-11-13 09:22:42+00:00
2173,KingSalman,prince salman bin abdulaziz honoured dinner ceremony japan business union,Saudi Arabia,Business & Finance,1151,2022-11-13 09:21:50+00:00
2174,KingSalman,prince salman bin abdul aziz meets number islamic centres associations japan,Saudi Arabia,Society & Culture,1151,2022-11-13 09:21:16+00:00
2175,KingSalman,prince salman meets japanese member parliament mayor nami number children town affected earthquake three years ago,Saudi Arabia,Politics & Government,1143,2022-11-13 09:20:20+00:00
2176,KingSalman,prince salman receives honorary doctorate rights awarded highness university waseda tokyo,Saudi Arabia,Society & Culture,1136,2022-11-13 09:19:29+00:00
2177,KingSalman,prince salman bin abdulaziz looking presentation invest saudi arabia exhibition tokyo,Saudi Arabia,Society & Culture,1136,2022-11-11 12:44:24+00:00
2178,KingSalman,prince salman honors dinner custodian two holy mosques japan last night highness residence,Saudi Arabia,Society & Culture,1134,2022-11-11 12:43:23+00:00
2179,KingSalman,prince salman bin abdulaziz receives arab ambassadors japan,Saudi Arabia,Society & Culture,1133,2022-11-10 13:03:45+00:00
2180,KingSalman,prince salman receives japanese minister economy trade industry toshimitsu mutegi accompanying delegation,Saudi Arabia,Politics & Government,1133,2022-11-10 13:03:15+00:00
2181,KingSalman,prince salman receives japanese defence minister itsunuri onoder looks matters mutual interest,Saudi Arabia,Politics & Government,1132,2022-11-10 13:02:48+00:00
2182,KingSalman,prince salman honors dinner ceremony japanese prime minister shinzo abe,Saudi Arabia,Society & Culture,1115,2022-11-10 13:01:51+00:00
2183,KingSalman,prince salman prime minister japan holding discussion session witnessing signing agreements two countries,Saudi Arabia,Politics & Government,1091,2022-11-06 06:59:05+00:00
2184,KingSalman,emperor japan akihito receives prince salman imperial palace tokyo holds luncheon honor highness,Saudi Arabia,Society & Culture,1083,2022-11-04 13:01:10+00:00
2185,KingSalman,prince salman receives chairman board directors sultana charitable foundation pakistan dr naim ghani members board directors foundation,Saudi Arabia,Society & Culture,1082,2022-11-03 14:33:10+00:00
2186,KingSalman,prince salman arrived tokyo beginning official visit japan received prince narohito crown prince japan,Saudi Arabia,Society & Culture,1081,2022-11-01 16:57:06+00:00
2187,KingSalman,prince salman leaving pakistan japan farewell excellency mr mohammad nawaz sharif prime minister pakistan,Saudi Arabia,Politics & Government,1063,2022-10-28 08:14:49+00:00
2188,KingSalman,prince salman visits excellency mohamed nawaz sharif attends signing ceremony number agreements two countries,Saudi Arabia,Politics & Government,1060,2022-10-27 13:59:58+00:00
2189,KingSalman,prince salman meets residence islamabad leader pakistani army general sheriffs first departure,Saudi Arabia,Society & Culture,1054,2022-10-27 13:59:07+00:00
2190,KingSalman,prince salman meets residence islamabad pakistans chief staff general rashad mahmoud,Saudi Arabia,Society & Culture,1045,2022-10-26 11:58:48+00:00
2191,KingSalman,prince salman bin abdulaziz meets residence islamabad ambassadors arab states pakistan,Saudi Arabia,Society & Culture,1045,2022-10-25 12:30:31+00:00
2192,KingSalman,prince salman receives residence islamabad pakistans speaker ayaz sadik,Saudi Arabia,Society & Culture,1039,2022-10-24 12:20:19+00:00
2193,KingSalman,prince salman receives residence islamabad pakistans defence minister khoja asif,Saudi Arabia,Politics & Government,1038,2022-10-20 12:55:05+00:00
2194,KingSalman,prince salman receiving residence islamabad pakistans foreign minister sirtag aziz,Saudi Arabia,Politics & Government,1036,2022-10-15 14:23:29+00:00
2195,KingSalman,prince salman visiting excellency president mennon hussein islamic republic pakistan presidential palace islamabad,Saudi Arabia,Politics & Government,1024,2022-10-12 07:56:58+00:00
2196,KingSalman,prince salman arrives islamabad official visit islamic republic pakistan received prime minister nawaz sharif,Saudi Arabia,Politics & Government,1017,2022-10-11 13:43:18+00:00
2197,KingSalman,prince salman bin abdulaziz begins today official visit pakistan japan india maldives,Saudi Arabia,Politics & Government,1011,2022-10-10 12:18:12+00:00
2198,KingSalman,prince salman bin abdulaziz receives general katsutoshi kawanu chief staff japanese navy,Saudi Arabia,Society & Culture,1005,2022-10-10 12:17:37+00:00
2199,KingSalman,behalf custodian two holy mosques prince salman sponsoring launch 29th annual national festival heritage culture gendarmerie,Saudi Arabia,Society & Culture,1004,2022-10-10 12:16:41+00:00
2200,KingSalman,prince salman receives prince salman al khalifa crown prince deputy commanderinchief first deputy prime minister kingdom bahrain,Saudi Arabia,Politics & Government,1004,2022-10-10 12:15:20+00:00
2201,KingSalman,prince salman received australian military attach appointed kingdom colonel brian goering,Saudi Arabia,Politics & Government,999,2022-10-09 13:42:55+00:00
2202,KingSalman,prince salman receives minister foreign affairs union comoros dr arif sayed hassan delegation,Saudi Arabia,Politics & Government,996,2022-10-07 10:33:05+00:00
2203,KingSalman,reception ambassador hamid ali rao republic india kingdom prince salman examines matters mutual interest two countries,Saudi Arabia,Society & Culture,994,2022-10-06 11:56:06+00:00
2204,KingSalman,prince salman receiving prince mecca region makkah almukarramah prince mashal bin abdullah occasion appointment new post,Saudi Arabia,Society & Culture,990,2022-10-05 16:28:03+00:00
2205,KingSalman,prince salman bin abdulaziz receives commander pakistani army general rachel sharif,Saudi Arabia,Society & Culture,985,2022-10-05 14:48:16+00:00
2206,KingSalman,prince salman receives egyptian prime minister hazem albablawi holds luncheon honour,Saudi Arabia,Politics & Government,984,2022-10-05 14:47:23+00:00
2207,KingSalman,prince salman receives british chief military adviser middle east lieutenant general simon mll,Saudi Arabia,Politics & Government,981,2022-09-28 15:00:01+00:00
2208,KingSalman,prince salman son abdulaziz takes care final crown princes cup,Saudi Arabia,Society & Culture,974,2022-09-22 08:06:25+00:00
2209,KingSalman,prince salman reviewing indian minister finance ways strengthen bilateral relations two countries,Saudi Arabia,Business & Finance,973,2022-09-21 07:12:29+00:00
2210,KingSalman,prince salman contact sheikh mohammed bin zayed crown prince abu dhabi ascertain health sheikh khalifa bin zayed president united arab emirates,Saudi Arabia,Health,973,2022-09-21 07:11:47+00:00
2211,KingSalman,prince salman receiving message president state palestine mahmoud abbas,Saudi Arabia,Politics & Government,964,2022-09-20 10:26:51+00:00
2212,KingSalman,prince salman receives new zealand secretary state murray mccleigh discusses regional international developments,Saudi Arabia,Politics & Government,963,2022-09-18 18:40:20+00:00
2213,KingSalman,prince salman receiving libyan prime minister ali zeidan riyadh looking ways strengthen saudilibyan relations,Saudi Arabia,Politics & Government,961,2022-09-11 08:07:00+00:00
2214,KingSalman,prince salman receives former german chancellor gerhard schroeder riyadh today,Saudi Arabia,Politics & Government,961,2022-09-11 08:06:15+00:00
2215,KingSalman,reception prime minister ireland inda kinney discussed bilateral cooperation relations two countries ways supporting,Saudi Arabia,Politics & Government,956,2022-09-11 08:05:23+00:00
2216,KingSalman,prince salman receives leader united states central command general lloyd austin explores prospects joint cooperation,Saudi Arabia,Politics & Government,955,2022-09-11 08:04:35+00:00
2217,KingSalman,prince salman receives ambassadors custodian two holy mosques sweden united kingdom great britain northern ireland united nations geneva jordan iran belgium,Saudi Arabia,Society & Culture,954,2022-09-11 08:03:33+00:00
2218,KingSalman,prince salman receives indian military attach riyadh colonel ajay kumar occasion completion work new attach colonel gorbal,Saudi Arabia,Society & Culture,954,2022-09-11 08:02:48+00:00
2219,KingSalman,prince salman sponsoring graduation ceremony 85th session king faisal air school riyadh witnessing air parade,Saudi Arabia,Society & Culture,951,2022-09-11 08:01:40+00:00
2220,KingSalman,behalf custodian two holy mosques prince salman sponsored yesterday king faisal research center celebration occasion 30th anniversary,Saudi Arabia,Science & Mathematics,950,2022-09-11 08:00:37+00:00
2221,KingSalman,prince salman receives french president holland accompanying delegation examines strengthening cooperation two countries developments international events,Saudi Arabia,Politics & Government,950,2022-09-11 07:59:38+00:00
2222,KingSalman,prince salman receives french president franois hollande escorts king abdullahs residence start talks two countries,Saudi Arabia,Politics & Government,948,2022-09-10 17:10:06+00:00
2223,KingSalman,prince salman meets evening chinese foreign minister wang yi accompanying delegation reviews cooperative relations two countries,Saudi Arabia,Politics & Government,947,2022-09-08 17:36:22+00:00
2224,KingSalman,prince salman receives minister foreign affairs deputy officials ministry saudi ambassadors abroad,Saudi Arabia,Politics & Government,946,2022-09-07 13:15:47+00:00
2225,KingSalman,prince salman receives ambassadors custodian two holy mosques appointed number countries directs strengthen kingdom relations help people country,Saudi Arabia,Politics & Government,944,2022-08-28 09:27:38+00:00
2226,KingSalman,prince salman arrives riyadh kuwait participating 34 summit meetings gulf cooperation council behalf custodian two holy mosques,Saudi Arabia,Politics & Government,944,2022-08-22 13:19:18+00:00
2227,KingSalman,prince salman received residence kuwait highness mr fahd bin mahmoud al said discussed matters mutual interest,Saudi Arabia,Society & Culture,943,2022-08-22 13:18:28+00:00
2228,KingSalman,prince salman received residence kuwait sheikh tamim bin hamad althani discussed matters mutual interest,Saudi Arabia,Society & Culture,943,2022-08-22 11:07:40+00:00
2229,KingSalman,prince salman heads delegation kingdom behalf custodian two holy mosques 34th summit meetings gulf cooperation council,Saudi Arabia,Politics & Government,943,2022-08-22 11:06:56+00:00
2230,KingSalman,prince salman received sheikh mohammed bin rashid al maktoum residence kuwait discussed matters mutual interest,Saudi Arabia,Society & Culture,942,2022-08-18 15:01:02+00:00
2231,KingSalman,prince salman arrives kuwait preside kingdoms delegation participating 34th summit gulf cooperation council behalf custodian two holy mosques,Saudi Arabia,Politics & Government,937,2022-08-11 18:58:17+00:00
2232,KingSalman,prince salman meets united states secretary defense chick hegel accompanying delegation reviews cooperative relations two countries,Saudi Arabia,Politics & Government,936,2022-07-29 17:28:22+00:00
2233,KingSalman,prince salman sponsoring evening ceremony honour winners king khalid award years session,Saudi Arabia,Society & Culture,933,2022-07-25 11:03:48+00:00
2234,KingSalman,prince salman luncheon palace honour polish president bronslav komorevski visiting kingdom,Saudi Arabia,Society & Culture,931,2022-07-21 12:17:35+00:00
2235,KingSalman,prince salman receives senator john mccain matters mutual interest,Saudi Arabia,Politics & Government,927,2022-07-17 07:06:55+00:00
2236,KingSalman,prince salman receives message majesty king juan carlos spain delivered ambassador spain kingdom joaqun perth,Saudi Arabia,Society & Culture,923,2022-07-17 07:05:51+00:00
2237,KingSalman,prince salman receives senator robert crocker looks matters mutual interest,Saudi Arabia,Politics & Government,922,2022-07-13 17:49:40+00:00
2238,KingSalman,prince salman receives palestinian ambassador kingdom behalf agha discusses matters mutual interest,Saudi Arabia,Politics & Government,920,2022-07-08 13:02:50+00:00
2239,KingSalman,prince salman received european union special representative middle east peace process dr andreas reneek looking affairs region,Saudi Arabia,Politics & Government,919,2022-07-07 12:52:14+00:00
2240,KingSalman,king abdullah left afternoon kindergarten khirim several days prince salman farewell god saved,Saudi Arabia,Politics & Government,918,2022-07-07 12:51:36+00:00
2241,KingSalman,amir kuwait emir qatar leave riyadh prince salman deposit airport receiving earlier today,Saudi Arabia,Politics & Government,917,2022-07-07 12:50:47+00:00
2242,KingSalman,prince salman receives ambassador tunisia kingdom ali ben araba discusses matters mutual interest,Saudi Arabia,Society & Culture,914,2022-07-07 12:49:51+00:00
2243,KingSalman,prince salman receiving letter minister defence south africa delivered highness south african ambassador kingdom mohamed sadiq jaafar,Saudi Arabia,Society & Culture,911,2022-07-07 12:48:57+00:00
2244,KingSalman,prince salman receives speaker pakistan national assembly parliament sardad ayaz sadik accompanying delegation,Saudi Arabia,Politics & Government,910,2022-06-28 15:19:32+00:00
2245,KingSalman,prince salman receives libyan minister defence discusses common concerns,Saudi Arabia,Politics & Government,910,2022-06-20 09:14:50+00:00
2246,KingSalman,prince salman bid farewell lebanese president general michel sleiman threw dinner honor yesterday,Saudi Arabia,Politics & Government,909,2022-06-20 09:14:22+00:00
2247,KingSalman,prince salman receives military attach republic china kingdom wang wen long looks matters mutual interest,Saudi Arabia,Politics & Government,908,2022-06-20 09:13:59+00:00
2248,KingSalman,prince salman aware significant achievements king abdulaziz apos scientific documentary service reception secretary officials department,Saudi Arabia,Science & Mathematics,902,2022-06-20 09:03:22+00:00
2249,KingSalman,prince salman receives morocco apos ambassador kingdom abdussalam barak discusses matters mutual interest,Saudi Arabia,Society & Culture,888,2022-06-20 09:02:34+00:00
2250,KingSalman,prince salman receiving letter yemeni president custodian alharamain conveyed yemeni minister defence major general razan muhammad nasser ahmed,Saudi Arabia,Politics & Government,886,2022-06-20 09:01:41+00:00
2251,KingSalman,prince salman receives ambassador republic azerbaijan kingdom rasim rezayev,Saudi Arabia,Politics & Government,884,2022-06-15 10:13:04+00:00
2252,KingSalman,prince salman receives honorary doctorates sarajevo university science technology contributions science support education knowledge,Saudi Arabia,Science & Mathematics,883,2022-06-14 13:49:08+00:00
2253,KingSalman,prince salman receives mufti kingdom sheikh abdulaziz bin abdullah alsheikh,Saudi Arabia,Society & Culture,882,2022-06-13 16:15:20+00:00
2254,KingSalman,prince salman receiving australian ambassador kingdom neil hawkins today riyadh,Saudi Arabia,Society & Culture,873,2022-06-13 16:14:09+00:00
2255,KingSalman,occasion blessed day sacrifice prince salman bin abdulaziz congratulates everyone holiday prays god accept favor deeds,Saudi Arabia,Society & Culture,871,2022-06-08 10:02:15+00:00
2256,KingSalman,prince salman luncheon palace jeddah honour egyptian president adali mansour accompanying delegation,Saudi Arabia,Society & Culture,865,2022-06-08 09:56:49+00:00
2257,KingSalman,prince salman meets french minister defence examines bilateral relations military cooperation regional issues,Saudi Arabia,Politics & Government,859,2022-06-08 09:55:34+00:00
2258,KingSalman,tomorrow kingdom apos national day occasion send sincerest congratulations noble people saudi arabia hope reflect joy awareness culture morals ethics,Saudi Arabia,Society & Culture,857,2022-06-08 09:54:03+00:00
2259,KingSalman,sole official account royal highness prince salman bin abdulaziz al saud crown prince saudi arabia,Saudi Arabia,Society & Culture,855,2022-06-08 09:53:07+00:00
2260,narendramodi,landmark stsangamam commences best wishes participants bond saurashtra region gujarat tamil nadu old strong one may sangamam boost cultural linkages spirit ek bharat shreshtha bharat,India,Society & Culture,100211,2022-06-07 15:26:48+00:00
2261,narendramodi,rightly points benefits shree ann,India,Society & Culture,98303,2022-06-06 10:45:02+00:00
2262,narendramodi,good weve seen tremendous energy towards swachhata across india led tangible benefits various sectors including health women empowerment,India,Health,92847,2022-06-04 17:44:19+00:00
2263,narendramodi,may sacred place draw people parts india deepen nations deep rooted connect buddhism,India,Society & Culture,90136,2022-06-01 09:55:27+00:00
2264,narendramodi,artwork shri premjit baria ji also hope work would inspire visit diu times come,India,Health,85275,2022-05-22 18:00:16+00:00
2265,narendramodi,days ago received amazing works art shri premjit baria ji conferred padma shri works include famous landmarks diu look,India,Society & Culture,85053,2022-05-22 07:07:59+00:00
2266,narendramodi,enjoyed watching sufionair highlight vande bharat journey,India,Society & Culture,81682,2022-05-22 07:07:18+00:00
2267,narendramodi,great connectivity vidarbha region,India,Society & Culture,79977,2022-05-22 07:06:27+00:00
2268,narendramodi,make every indian happy makeinindia continues make global strides,India,Society & Culture,77935,2022-05-22 07:05:13+00:00
2269,narendramodi,laudatory effort popularise shree ann mumbai,India,Society & Culture,75439,2022-05-22 07:04:02+00:00
2270,narendramodi,yes bihu celebration never forget pictures assam visit addition bihu programme,India,Society & Culture,73611,2022-05-22 07:03:17+00:00
2271,narendramodi,lovely,India,Society & Culture,72244,2022-05-14 09:23:22+00:00
2272,narendramodi,pathbreaking decision give wings aspirations youth part various efforts ensure language seen barrier fulfilling ones dreams,India,Health,64278,2022-05-14 09:02:28+00:00
2273,narendramodi,learnt violent incident public event wakayama japan friend pm kishida230 present relieved safe praying continued wellbeing good health india condemns acts violence,India,Health,62530,2022-05-13 19:56:14+00:00
2274,narendramodi,delight share thoughts life mission related topics programme organised worldbank highlighted behavioural change absolutely vital making planet sustainable,India,Health,61926,2022-05-13 11:11:51+00:00
2275,narendramodi,remarks worldbank programme making personal behavioral change tackle climate change,India,Business & Finance,58866,2022-05-13 11:11:02+00:00
2277,narendramodi,lovely enthusiasm towards stsangamam clearly building,India,Science & Mathematics,58748,2022-05-10 17:10:06+00:00
2278,narendramodi,special occasion puthandu special journey commenced madurai veraval stsangamam one anticipated events created positive atmosphere,India,Society & Culture,58051,2022-05-10 12:51:59+00:00
2279,narendramodi,commendable effort highlight important aspects places associated life dr babasaheb ambedkar,India,Society & Culture,57958,2022-05-10 12:51:11+00:00
2280,narendramodi,important step give boost dignity empowerment women compliments people wansoi village,India,Society & Culture,56289,2022-05-10 12:50:24+00:00
2281,narendramodi,great news kolkata encouraging trend public transport india,India,Society & Culture,56026,2022-05-10 12:48:13+00:00
2282,narendramodi,agree ill also add number reasons go well beyond 10 kashi awaits everyone mesmerise visit,India,Society & Culture,55839,2022-05-10 12:46:44+00:00
2283,narendramodi,assams development trajectory boosted works inaugurated foundation stones laid,India,Society & Culture,55172,2022-05-10 12:44:51+00:00
2284,narendramodi,yes greatly help sisters brothers northeast,India,Society & Culture,52815,2022-05-10 12:44:07+00:00
2285,narendramodi,expanding network aiims satisfying initiative make healthcare accessible affordable,India,Health,49149,2022-05-10 12:43:18+00:00
2286,narendramodi,always remember yesterdays assam visit got join various programmes including grand bihu celebrations highlights,India,Society & Culture,47388,2022-05-10 12:42:33+00:00
2287,narendramodi,shubho nabo barsho may year ahead bring joy exceptional health,India,Health,45645,2022-05-10 12:41:14+00:00
2288,narendramodi,vishu greetings everyone wishing great year ahead,India,Society & Culture,43807,2022-05-09 12:22:15+00:00
2291,narendramodi,delight midst people assam special day bihu glimpses bihu programme,India,Society & Culture,43279,2022-05-09 12:21:07+00:00
2292,narendramodi,colours bihu glimpses memorable programme guwahati,India,Society & Culture,42831,2022-05-09 12:20:08+00:00
2293,narendramodi,great vibrancy bihu programme,India,Health,42088,2022-05-09 12:18:54+00:00
2294,narendramodi,emphasised usage technology ensure even effective judicial system,India,Politics & Government,41869,2022-05-09 12:17:32+00:00
2295,narendramodi,highlighted importance executive legislature judiciary making aspirational india,India,Politics & Government,41780,2022-05-09 12:16:21+00:00
2296,narendramodi,participated programme mark platinum jubilee celebrations gauhati high court,India,Society & Culture,41619,2022-05-09 12:15:44+00:00
2297,narendramodi,delighted among wonderful people assam special occasion bihu grateful affection,India,Society & Culture,41364,2022-05-09 12:14:05+00:00
2300,narendramodi,addressing platinum jubilee celebrations guwahati high court,India,Society & Culture,41236,2022-05-09 12:13:00+00:00
2301,narendramodi,qualitative change lives indias nari shakti,India,Society & Culture,41233,2022-05-01 09:32:31+00:00
2302,narendramodi,glimpse medical infrastructure strengthened last 9 years,India,Health,40874,2022-04-29 09:52:37+00:00
2303,narendramodi,infrastructure coverage northeast expanding benefitting citizens,India,Health,40799,2022-04-28 17:02:38+00:00
2304,narendramodi,glimpses visit aiims guwahati game changer project comes healthcare assam northeast,India,Health,39140,2022-04-28 17:01:29+00:00
2305,narendramodi,aiims guwahati initiatives launched today assam augment healthcare capacities entire northeast,India,Health,38763,2022-04-28 16:59:23+00:00
2306,narendramodi,tribute heritage freedom fighters sacrificed secure independence valour serve uniform watch twopart documentary ddnational 14th 15th april 8 pm dharoharbharatki,India,Society & Culture,38749,2022-04-27 09:14:57+00:00
2307,narendramodi,highlights memorable tamil new year celebration programme last evening,India,Society & Culture,38339,2022-04-27 09:11:01+00:00
2308,narendramodi,indias cultural vibrancy diversity makes us stronger matter great joy among people celebrate aspects unique heritage,India,Society & Culture,38288,2022-04-25 18:01:43+00:00
2309,narendramodi,people india showcasing talent spirit enterprise world looking towards india optimism enthusiasm,India,Society & Culture,38209,2022-04-24 10:34:00+00:00
2311,narendramodi,serene spectacular arunachal pradesh,India,Society & Culture,37888,2022-04-20 12:20:51+00:00
2312,narendramodi,interesting thread transformation taking place northeast also helping region realise full potential,India,Society & Culture,37562,2022-04-13 12:44:27+00:00
2313,narendramodi,commendable feat,India,Society & Culture,36858,2022-04-12 15:32:30+00:00
2314,narendramodi,puthandu greetings everyone great year ahead,India,Society & Culture,36809,2022-04-11 09:42:11+00:00
2315,narendramodi,happy maha bishuba pana sankranti odia new year healthy happy year ahead,India,Health,36489,2022-04-11 09:39:17+00:00
2316,narendramodi,wonderful bohag bihu,India,Society & Culture,36349,2022-04-11 09:37:55+00:00
2317,narendramodi,best wishes baisakhi may occasion deepen bonds togetherness society,India,Society & Culture,35857,2022-04-11 09:36:05+00:00
2319,narendramodi,glimpses special programme mark tamil new year,India,Society & Culture,35304,2022-04-07 14:03:57+00:00
2320,narendramodi,tamil culture old link shree ann millets thus urged people make popular international millet year,India,Society & Culture,35120,2022-04-07 14:03:19+00:00
2321,narendramodi,tamil culture global tamil people,India,Society & Culture,35016,2022-04-02 15:46:11+00:00
2322,narendramodi,puthandu gives us glimpse ancient tamil culture brings new hope lives,India,Society & Culture,34807,2022-04-02 09:37:16+00:00
2323,narendramodi,also agreed need take strong action antiindia elements ensure security indian diplomatic establishments uk also discussed issue economic offenders,India,Business & Finance,34733,2022-04-02 09:36:15+00:00
2324,narendramodi,pleased speak uk pm rishisunak extended baisakhi greetings new year greetings vibrant indian community uk reviewed progress number issues strengthen indiauk comprehensive strategic partnership including fta,India,Society & Culture,34234,2022-04-01 17:51:35+00:00
2325,narendramodi,delighted attend programme mark tamil new year watch,India,Society & Culture,34161,2022-04-01 16:33:05+00:00
2326,narendramodi,short around 815 pm taking part tamil new year celebrations residence ministerial colleague thiru l murugan ji someone great admirer tamil culture greatly look forward programme muruganmos,India,Society & Culture,34061,2022-03-31 17:06:58+00:00
2327,narendramodi,muruganmos,India,Society & Culture,33796,2022-03-31 11:38:49+00:00
2328,narendramodi,815,India,Health,33650,2022-03-30 17:10:15+00:00
2333,narendramodi,2014 21,India,Health,32564,2022-03-30 16:59:58+00:00
2334,narendramodi,addressing rashtriya rozgar mela congratulations newly inducted appointees,India,Politics & Government,32312,2022-03-29 16:19:44+00:00
2335,narendramodi,delight among sisters brothers assam mark special occasion bohag bihu 14th various development works either launched foundation stones would laid make even special bihu,India,Society & Culture,32177,2022-03-29 16:18:33+00:00
2337,narendramodi,aiims guwahati boost assams health infrastructure also help entire northeast make quality healthcare even accessible,India,Health,32075,2022-03-29 16:17:25+00:00
2339,narendramodi,great effort indian navy,India,Society & Culture,31909,2022-03-28 15:15:56+00:00
2340,narendramodi,greatly help consumers assam tripura meghalaya,India,Health,31793,2022-03-28 15:14:08+00:00
2341,narendramodi,recall sacrifices martyred day jallianwala bagh great sacrifice inspires us work even harder fulfil dreams great freedom fighters build strong developed india,India,Society & Culture,31321,2022-03-28 15:12:53+00:00
2342,narendramodi,1030 71000,India,Health,31016,2022-03-26 18:59:27+00:00
2343,narendramodi,like n subbulakshmi ji countless people whose lives changed due pm awas yojana home brought qualitative difference lives scheme forefront ushering women empowerment,India,Society & Culture,30901,2022-03-25 18:26:19+00:00
2344,narendramodi,letter n subbulakshmi ji also shared home first also brings respect well dignity life shared photos home conveyed gratitude blessings blessings like source great strength,India,Society & Culture,30553,2022-03-24 18:04:44+00:00
2345,narendramodi,today met crkesavan shared touching letter n subbulakshmi ji works cook house hailing madurai n subbulakshmi ji faced many challenges including financial problems successfully applied home pm awas yojana,India,Society & Culture,30402,2022-03-24 18:04:06+00:00
2346,narendramodi,one many manifestations importance attach top quality infrastructure last months joined airport related programmes goa bengaluru chennai itanagar shivamogga glimpses,India,Health,30278,2022-03-24 06:21:08+00:00
2347,narendramodi,addition boosting friendship uganda project sustainable development,India,Health,30246,2022-03-24 06:19:36+00:00
2348,narendramodi,good see new avenues technology harnessed purpose,India,Health,29906,2022-03-21 12:27:28+00:00
2349,narendramodi,enhance comfort connectivity summer,India,Society & Culture,29778,2022-03-21 12:26:23+00:00
2350,narendramodi,many years railways department run based political compulsions since 2014 approach changed focus purely allround transformation sector,India,Politics & Government,29635,2022-03-21 12:25:37+00:00
2352,narendramodi,sharing remarks training programme newly inducted teachers madhya pradesh,India,Science & Mathematics,29458,2022-03-21 12:24:49+00:00
2353,narendramodi,rajasthan gets first vande bharat express today significantly enhance connectivity boost tourism,India,Society & Culture,29416,2022-03-21 12:23:19+00:00
2354,narendramodi,11,India,Health,29251,2022-03-21 04:39:04+00:00
2355,narendramodi,bow sri guru tegh bahadur ji parkash purab unparalleled courage commitment values truth well justice motivating sharing speech last year programme mark 400th parkash purab red fort,India,Society & Culture,28882,2022-03-20 18:12:27+00:00
2356,narendramodi,400,India,Health,28586,2022-03-18 16:37:46+00:00
